INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",65,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RHU,"PORTSMOUTH HOSPITALS NHS TRUST",215,10,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",180,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",155,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",135,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",125,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RNZ,"SALISBURY NHS FOUNDATION TRUST",75,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",100,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",235,10,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",85,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",155,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",40,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",35,0,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",315,15,10,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",70,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RWJ,"STOCKPORT NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",120,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",50,0,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",105,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",60,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",295,10,10,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",55,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",65,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",35,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",210,10,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",140,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",110,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",145,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",360,10,15,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",430,25,15,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",260,*,10,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",150,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",130,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",320,10,10,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",75,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",225,10,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",170,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RBK,"WALSALL HEALTHCARE NHS TRUST",55,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",50,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",135,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",110,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RA3,"WESTON AREA HEALTH NHS TRUST",20,0,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RKE,"WHITTINGTON HEALTH NHS TRUST",25,0,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",100,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",120,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",55,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RLQ,"WYE VALLEY NHS TRUST",40,*,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",45,0,*,,,,,,
I00699,55,"Peri / endo / myocarditis, cardiomyopathy",RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",110,*,*,,,,,,
I00699,56,"Hypertension",RCF,"AIREDALE NHS FOUNDATION TRUST",90,*,*,,,,,,
I00699,56,"Hypertension",RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",120,*,*,,,,,,
I00699,56,"Hypertension",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",295,0,*,,,,,,
I00699,56,"Hypertension",RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",180,*,*,,,,,,
I00699,56,"Hypertension",R1H,"BARTS HEALTH NHS TRUST",540,*,*,,,,,,
I00699,56,"Hypertension",RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",350,0,*,,,,,,
I00699,56,"Hypertension",RC1,"BEDFORD HOSPITAL NHS TRUST",170,0,*,,,,,,
I00699,56,"Hypertension",RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",185,*,*,,,,,,
I00699,56,"Hypertension",RMC,"BOLTON NHS FOUNDATION TRUST",35,0,*,,,,,,
I00699,56,"Hypertension",RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",155,*,*,,,,,,
I00699,56,"Hypertension",RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",115,0,*,,,,,,
I00699,56,"Hypertension",RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",100,*,*,,,,,,
I00699,56,"Hypertension",RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",205,*,*,,,,,,
I00699,56,"Hypertension",RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",110,0,*,,,,,,
I00699,56,"Hypertension",RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",315,*,*,,,,,,
I00699,56,"Hypertension",RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",125,0,*,,,,,,
I00699,56,"Hypertension",RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",105,0,*,,,,,,
I00699,56,"Hypertension",RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",135,*,*,,,,,,
I00699,56,"Hypertension",RJ6,"CROYDON HEALTH SERVICES NHS TRUST",105,*,*,,,,,,
I00699,56,"Hypertension",RN7,"DARTFORD AND GRAVESHAM NHS TRUST",135,0,*,,,,,,
I00699,56,"Hypertension",RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",205,*,*,,,,,,
I00699,56,"Hypertension",RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",40,0,*,,,,,,
I00699,56,"Hypertension",RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",150,10,*,,,,,,
I00699,56,"Hypertension",RJN,"EAST CHESHIRE NHS TRUST",40,*,*,,,,,,
I00699,56,"Hypertension",RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",320,*,*,,,,,,
I00699,56,"Hypertension",RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",290,*,*,,,,,,
I00699,56,"Hypertension",RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",255,10,*,,,,,,
I00699,56,"Hypertension",RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",155,*,*,,,,,,
I00699,56,"Hypertension",RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",235,*,*,,,,,,
I00699,56,"Hypertension",RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",420,*,*,,,,,,
I00699,56,"Hypertension",RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",45,0,*,,,,,,
I00699,56,"Hypertension",RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",65,0,*,,,,,,
I00699,56,"Hypertension",RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",230,*,*,,,,,,
I00699,56,"Hypertension",RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",220,*,*,,,,,,
I00699,56,"Hypertension",RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",280,*,*,,,,,,
I00699,56,"Hypertension",RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",120,*,*,,,,,,
I00699,56,"Hypertension",RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,56,"Hypertension",RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",75,0,*,,,,,,
I00699,56,"Hypertension",RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",130,*,*,,,,,,
I00699,56,"Hypertension",RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",125,0,*,,,,,,
I00699,56,"Hypertension",R1F,"ISLE OF WIGHT NHS TRUST",40,*,*,,,,,,
I00699,56,"Hypertension",RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",130,*,*,,,,,,
I00699,56,"Hypertension",RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",225,*,*,,,,,,
I00699,56,"Hypertension",RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",235,*,*,,,,,,
I00699,56,"Hypertension",RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",130,*,*,,,,,,
I00699,56,"Hypertension",RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",180,*,*,,,,,,
I00699,56,"Hypertension",RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",145,*,*,,,,,,
I00699,56,"Hypertension",RJ2,"LEWISHAM AND GREENWICH NHS TRUST",170,0,*,,,,,,
I00699,56,"Hypertension",REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",555,*,*,,,,,,
I00699,56,"Hypertension",R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",385,*,*,,,,,,
I00699,56,"Hypertension",RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",310,*,*,,,,,,
I00699,56,"Hypertension",RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",195,0,*,,,,,,
I00699,56,"Hypertension",R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",430,10,*,,,,,,
I00699,56,"Hypertension",RPA,"MEDWAY NHS FOUNDATION TRUST",285,*,*,,,,,,
I00699,56,"Hypertension",RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",150,*,*,,,,,,
I00699,56,"Hypertension",RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",175,*,*,,,,,,
I00699,56,"Hypertension",RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",85,*,*,,,,,,
I00699,56,"Hypertension",RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",90,*,*,,,,,,
I00699,56,"Hypertension",RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",125,*,*,,,,,,
I00699,56,"Hypertension",RVJ,"NORTH BRISTOL NHS TRUST",175,*,*,,,,,,
I00699,56,"Hypertension",RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",165,*,*,,,,,,
I00699,56,"Hypertension",RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",145,*,*,,,,,,
I00699,56,"Hypertension",RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",195,*,*,,,,,,
I00699,56,"Hypertension",RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",225,10,*,,,,,,
I00699,56,"Hypertension",RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",245,*,*,,,,,,
I00699,56,"Hypertension",RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",60,*,*,,,,,,
I00699,56,"Hypertension",RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",140,*,*,,,,,,
I00699,56,"Hypertension",RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",170,0,*,,,,,,
I00699,56,"Hypertension",RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",275,10,*,,,,,,
I00699,56,"Hypertension",RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",245,*,*,,,,,,
I00699,56,"Hypertension",RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",475,*,*,,,,,,
I00699,56,"Hypertension",RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",75,*,*,,,,,,
I00699,56,"Hypertension",RHU,"PORTSMOUTH HOSPITALS NHS TRUST",95,0,*,,,,,,
I00699,56,"Hypertension",RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",145,0,*,,,,,,
I00699,56,"Hypertension",REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",95,*,*,,,,,,
I00699,56,"Hypertension",RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",95,*,*,,,,,,
I00699,56,"Hypertension",RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",220,*,*,,,,,,
I00699,56,"Hypertension",RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",100,0,*,,,,,,
I00699,56,"Hypertension",RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",75,0,*,,,,,,
I00699,56,"Hypertension",RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,56,"Hypertension",RNZ,"SALISBURY NHS FOUNDATION TRUST",45,*,*,,,,,,
I00699,56,"Hypertension",RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",335,*,*,,,,,,
I00699,56,"Hypertension",RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",245,*,*,,,,,,
I00699,56,"Hypertension",RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",175,*,*,,,,,,
I00699,56,"Hypertension",RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",205,0,*,,,,,,
I00699,56,"Hypertension",RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",200,0,*,,,,,,
I00699,56,"Hypertension",R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",205,*,*,,,,,,
I00699,56,"Hypertension",RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",65,*,*,,,,,,
I00699,56,"Hypertension",RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",225,*,*,,,,,,
I00699,56,"Hypertension",RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",130,*,*,,,,,,
I00699,56,"Hypertension",RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",275,*,*,,,,,,
I00699,56,"Hypertension",RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",240,*,*,,,,,,
I00699,56,"Hypertension",RWJ,"STOCKPORT NHS FOUNDATION TRUST",145,*,*,,,,,,
I00699,56,"Hypertension",RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",220,*,*,,,,,,
I00699,56,"Hypertension",RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",155,*,*,,,,,,
I00699,56,"Hypertension",RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,56,"Hypertension",RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",105,*,*,,,,,,
I00699,56,"Hypertension",RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",105,*,*,,,,,,
I00699,56,"Hypertension",RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",160,0,*,,,,,,
I00699,56,"Hypertension",RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",150,*,*,,,,,,
I00699,56,"Hypertension",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",165,0,*,,,,,,
I00699,56,"Hypertension",RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",50,0,*,,,,,,
I00699,56,"Hypertension",RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",165,0,*,,,,,,
I00699,56,"Hypertension",RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",170,0,*,,,,,,
I00699,56,"Hypertension",RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,56,"Hypertension",RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",200,*,*,,,,,,
I00699,56,"Hypertension",RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",120,*,*,,,,,,
I00699,56,"Hypertension",RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",150,0,*,,,,,,
I00699,56,"Hypertension",RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",1140,*,10,,,,,,
I00699,56,"Hypertension",RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",115,*,*,,,,,,
I00699,56,"Hypertension",RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",225,*,*,,,,,,
I00699,56,"Hypertension",RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",335,*,*,,,,,,
I00699,56,"Hypertension",RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",310,*,*,,,,,,
I00699,56,"Hypertension",RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",85,0,*,,,,,,
I00699,56,"Hypertension",RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",545,*,*,,,,,,
I00699,56,"Hypertension",RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",145,*,*,,,,,,
I00699,56,"Hypertension",RBK,"WALSALL HEALTHCARE NHS TRUST",155,*,*,,,,,,
I00699,56,"Hypertension",RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",140,0,*,,,,,,
I00699,56,"Hypertension",RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",250,*,*,,,,,,
I00699,56,"Hypertension",RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",75,*,*,,,,,,
I00699,56,"Hypertension",RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",100,*,*,,,,,,
I00699,56,"Hypertension",RA3,"WESTON AREA HEALTH NHS TRUST",60,0,*,,,,,,
I00699,56,"Hypertension",RKE,"WHITTINGTON HEALTH NHS TRUST",50,0,*,,,,,,
I00699,56,"Hypertension",RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",160,*,*,,,,,,
I00699,56,"Hypertension",RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",150,*,*,,,,,,
I00699,56,"Hypertension",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",215,*,*,,,,,,
I00699,56,"Hypertension",RLQ,"WYE VALLEY NHS TRUST",60,*,*,,,,,,
I00699,56,"Hypertension",RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",75,0,*,,,,,,
I00699,56,"Hypertension",RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",145,*,*,,,,,,
I00699,57,"Acute myocardial infarction ",RCF,"AIREDALE NHS FOUNDATION TRUST",345,30,25,1.0761,2,0.5014,1.7664,0.6729,1.4861
I00699,57,"Acute myocardial infarction ",RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",520,40,40,0.9233,2,0.5865,1.5817,0.7259,1.3777
I00699,57,"Acute myocardial infarction ",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",375,30,30,1.0331,2,0.5350,1.6893,0.6941,1.4407
I00699,57,"Acute myocardial infarction ",RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",470,35,35,0.9274,2,0.5661,1.6230,0.7134,1.4018
I00699,57,"Acute myocardial infarction ",R1H,"BARTS HEALTH NHS TRUST",1675,110,105,1.0347,2,0.7257,1.3392,0.8074,1.2386
I00699,57,"Acute myocardial infarction ",RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1210,85,80,1.0356,2,0.6900,1.3956,0.7872,1.2703
I00699,57,"Acute myocardial infarction ",RC1,"BEDFORD HOSPITAL NHS TRUST",195,15,15,1.1199,2,0.3889,2.0746,0.5992,1.6690
I00699,57,"Acute myocardial infarction ",RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1680,80,115,0.7056,3,0.7347,1.3256,0.8124,1.2310
I00699,57,"Acute myocardial infarction ",RMC,"BOLTON NHS FOUNDATION TRUST",585,25,35,0.8190,2,0.5467,1.6639,0.7014,1.4258
I00699,57,"Acute myocardial infarction ",RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",530,35,35,0.9569,2,0.5550,1.6462,0.7065,1.4154
I00699,57,"Acute myocardial infarction ",RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",730,60,45,1.2810,2,0.6056,1.5444,0.7375,1.3559
I00699,57,"Acute myocardial infarction ",RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",390,20,30,0.6225,3,0.5419,1.6743,0.6984,1.4319
I00699,57,"Acute myocardial infarction ",RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",710,40,50,0.8069,2,0.6178,1.5214,0.7448,1.3426
I00699,57,"Acute myocardial infarction ",RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",365,35,40,0.9311,2,0.5705,1.6138,0.7161,1.3964
I00699,57,"Acute myocardial infarction ",RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",415,30,35,0.9104,2,0.5584,1.6389,0.7087,1.4111
