INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,2176,19,17.4628
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RXF,MID YORKSHIRE HOSPITALS NHS TRUST,3405,40,26.8249
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2456,6,12.6847
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3410,29,28.3264
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RVJ,NORTH BRISTOL NHS TRUST,972,16,18.5075
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,2280,15,14.2216
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1702,*,5.5116
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1792,8,7.4595
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2787,16,20.4368
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2780,15,20.6198
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,866,18,11.3428
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1577,15,12.5173
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2131,33,31.2955
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3361,57,39.0318
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4149,39,37.047
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RW6,PENNINE ACUTE HOSPITALS NHS TRUST,6547,19,26.7778
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,3344,19,38.6611
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RHU,PORTSMOUTH HOSPITALS NHS TRUST,3274,31,26.6976
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2283,29,26.3084
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2107,17,19.4823
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,3123,45,27.8698
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2853,19,28.6741
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1471,15,17.4686
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2901,7,17.4442
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2587,30,29.3864
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1384,11,12.873
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RNZ,SALISBURY NHS FOUNDATION TRUST,1340,14,14.2716
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2575,26,16.4126
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3056,66,50.8635
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1752,14,13.312
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,3239,23,21.1771
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,3878,19,20.3197
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,576,12,7.5612
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1488,7,9.4582
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,852,*,10.8383
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1070,10,8.5015
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4622,18,32.5584
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,2527,31,23.1677
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RWJ,STOCKPORT NHS FOUNDATION TRUST,1960,13,13.4917
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1350,7,14.9036
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1356,*,4.243
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,2354,21,23.8964
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1382,27,13.5829
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,849,*,4.7349
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,3779,38,35.4197
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,632,*,4.8126
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1569,11,11.8412
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RFR,THE ROTHERHAM NHS FOUNDATION TRUST,917,13,7.8657
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,712,13,13.9828
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2529,54,24.872
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1605,39,26.5289
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2514,18,17.368
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2268,7,16.564
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,3508,27,35.623
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,8195,72,74.17
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,3300,11,21.7917
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3877,19,27.1802
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,3530,19,26.3705
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,5549,33,37.6551
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2579,27,17.9361
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4536,85,46.7911
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2885,35,21.794
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RBK,WALSALL HEALTHCARE NHS TRUST,1100,11,9.4134
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1685,*,8.3278
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1403,15,13.7015
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1311,*,10.4459
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2440,17,23.4833
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RA3,WESTON AREA HEALTH NHS TRUST,390,8,5.1029
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RKE,WHITTINGTON HEALTH NHS TRUST,690,12,7.4947
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2948,29,28.8913
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2332,14,18.6332
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1326,13,13.1158
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RLQ,WYE VALLEY NHS TRUST,1158,14,9.4939
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,622,*,6.4444
I00699,82,"Upper respiratory disease, Diseases of mouth (non dental)",RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,3585,55,37.3926
I00699,83,Intestinal infection,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,649,22,18.0058
I00699,83,Intestinal infection,RCF,AIREDALE NHS FOUNDATION TRUST,538,*,8.8326
I00699,83,Intestinal infection,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,431,14,11.1352
I00699,83,Intestinal infection,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1129,28,24.9687
I00699,83,Intestinal infection,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,520,15,12.4593
I00699,83,Intestinal infection,R1H,BARTS HEALTH NHS TRUST,1834,27,35.1381
I00699,83,Intestinal infection,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,638,14,16.4485
I00699,83,Intestinal infection,RC1,BEDFORD HOSPITAL NHS TRUST,593,17,16.172
I00699,83,Intestinal infection,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,842,17,17.7721
I00699,83,Intestinal infection,RMC,BOLTON NHS FOUNDATION TRUST,958,14,15.3289
I00699,83,Intestinal infection,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1166,16,17.5705
I00699,83,Intestinal infection,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,692,18,15.6879
I00699,83,Intestinal infection,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,693,15,10.643
I00699,83,Intestinal infection,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,999,28,25.3054
I00699,83,Intestinal infection,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,822,25,23.2934
I00699,83,Intestinal infection,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1042,6,17.6912
I00699,83,Intestinal infection,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,738,17,18.7938
I00699,83,Intestinal infection,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,696,25,19.2517
I00699,83,Intestinal infection,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,644,13,12.1929
I00699,83,Intestinal infection,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1381,24,23.648
I00699,83,Intestinal infection,RJ6,CROYDON HEALTH SERVICES NHS TRUST,680,11,15.8218
I00699,83,Intestinal infection,RN7,DARTFORD AND GRAVESHAM NHS TRUST,713,17,12.8892
I00699,83,Intestinal infection,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,858,23,22.9334
I00699,83,Intestinal infection,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,347,7,7.6785
I00699,83,Intestinal infection,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,779,24,18.1435
I00699,83,Intestinal infection,RJN,EAST CHESHIRE NHS TRUST,384,14,9.6518
I00699,83,Intestinal infection,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1189,30,27.3487
I00699,83,Intestinal infection,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1505,25,27.9178
I00699,83,Intestinal infection,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1504,61,36.3449
I00699,83,Intestinal infection,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,829,20,18.6875
I00699,83,Intestinal infection,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,725,19,19.1143
I00699,83,Intestinal infection,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1843,22,37.4225
I00699,83,Intestinal infection,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,621,15,19.1227
I00699,83,Intestinal infection,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,269,8,8.3054
I00699,83,Intestinal infection,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1245,25,29.8772
I00699,83,Intestinal infection,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,671,10,12.8871
I00699,83,Intestinal infection,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,700,*,11.447
I00699,83,Intestinal infection,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,855,19,20.6452
I00699,83,Intestinal infection,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,435,*,8.0093
I00699,83,Intestinal infection,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,487,*,6.9709
I00699,83,Intestinal infection,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1001,13,22.9893
I00699,83,Intestinal infection,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,825,14,20.4298
I00699,83,Intestinal infection,R1F,ISLE OF WIGHT NHS TRUST,214,10,5.674
I00699,83,Intestinal infection,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,379,11,9.9648
I00699,83,Intestinal infection,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,709,17,15.492
I00699,83,Intestinal infection,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,859,28,23.6475
I00699,83,Intestinal infection,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,545,8,14.0804
I00699,83,Intestinal infection,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1040,8,15.8029
I00699,83,Intestinal infection,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1212,21,34.239
I00699,83,Intestinal infection,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1292,25,22.461
I00699,83,Intestinal infection,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,1420,20,28.007
I00699,83,Intestinal infection,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1134,16,14.5445
I00699,83,Intestinal infection,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,725,16,19.0887
I00699,83,Intestinal infection,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2261,33,28.0732
I00699,83,Intestinal infection,RPA,MEDWAY NHS FOUNDATION TRUST,722,15,14.9452
I00699,83,Intestinal infection,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,706,13,13.8857
I00699,83,Intestinal infection,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,557,22,15.4684
I00699,83,Intestinal infection,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1250,28,24.3202
I00699,83,Intestinal infection,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,782,10,12.1676
I00699,83,Intestinal infection,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,953,32,25.2653
I00699,83,Intestinal infection,RVJ,NORTH BRISTOL NHS TRUST,692,26,23.3606
I00699,83,Intestinal infection,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,781,8,16.0048
I00699,83,Intestinal infection,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,828,7,13.4647
I00699,83,Intestinal infection,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1051,17,18.1952
I00699,83,Intestinal infection,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1063,38,27.4761
I00699,83,Intestinal infection,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,827,17,17.1176
I00699,83,Intestinal infection,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,370,15,10.2828
I00699,83,Intestinal infection,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,664,18,16.6179
I00699,83,Intestinal infection,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1255,21,33.0421
I00699,83,Intestinal infection,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1632,45,37.0624
I00699,83,Intestinal infection,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1347,25,30.7244
I00699,83,Intestinal infection,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,2184,37,34.422
I00699,83,Intestinal infection,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,725,10,17.4768
I00699,83,Intestinal infection,RHU,PORTSMOUTH HOSPITALS NHS TRUST,876,14,20.295
I00699,83,Intestinal infection,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,857,31,24.6654
I00699,83,Intestinal infection,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,782,16,17.0417
I00699,83,Intestinal infection,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,854,13,19.799
I00699,83,Intestinal infection,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1074,24,29.317
I00699,83,Intestinal infection,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,649,17,16.3364
I00699,83,Intestinal infection,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,565,8,9.9852
I00699,83,Intestinal infection,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,789,18,21.4162
I00699,83,Intestinal infection,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,667,13,14.593
I00699,83,Intestinal infection,RNZ,SALISBURY NHS FOUNDATION TRUST,352,17,9.2614
I00699,83,Intestinal infection,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1055,18,17.3423
I00699,83,Intestinal infection,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1300,20,38.6409
I00699,83,Intestinal infection,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,531,18,15.1763
I00699,83,Intestinal infection,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1100,19,18.0708
I00699,83,Intestinal infection,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1425,43,32.2852
I00699,83,Intestinal infection,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,383,9,10.384
I00699,83,Intestinal infection,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,508,14,13.5331
I00699,83,Intestinal infection,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,690,29,21.8704
I00699,83,Intestinal infection,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,519,6,10.8182
I00699,83,Intestinal infection,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,655,6,13.3397
I00699,83,Intestinal infection,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,973,28,22.1897
I00699,83,Intestinal infection,RWJ,STOCKPORT NHS FOUNDATION TRUST,788,13,15.5508
I00699,83,Intestinal infection,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,630,23,19.8411
I00699,83,Intestinal infection,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,609,14,11.7521
I00699,83,Intestinal infection,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,646,14,18.1524
I00699,83,Intestinal infection,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,759,26,21.5583
I00699,83,Intestinal infection,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,630,7,12.1493
I00699,83,Intestinal infection,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1004,22,22.9547
I00699,83,Intestinal infection,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,446,15,13.3468
I00699,83,Intestinal infection,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",593,21,16.3739
I00699,83,Intestinal infection,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,485,19,13.0373
I00699,83,Intestinal infection,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,430,7,15.1557
I00699,83,Intestinal infection,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,854,29,19.0164
I00699,83,Intestinal infection,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,610,24,16.361
I00699,83,Intestinal infection,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1037,31,29.2595
I00699,83,Intestinal infection,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,532,*,8.4333
I00699,83,Intestinal infection,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1011,18,22.8472
I00699,83,Intestinal infection,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,3139,94,78.6165
I00699,83,Intestinal infection,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,841,12,14.8106
I00699,83,Intestinal infection,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,999,27,24.5419
I00699,83,Intestinal infection,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,1503,34,40.0647
I00699,83,Intestinal infection,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1951,41,37.7713
I00699,83,Intestinal infection,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,733,11,13.7645
I00699,83,Intestinal infection,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1404,38,33.486
I00699,83,Intestinal infection,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1056,28,22.731
I00699,83,Intestinal infection,RBK,WALSALL HEALTHCARE NHS TRUST,508,17,11.5689
I00699,83,Intestinal infection,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,617,15,11.066
I00699,83,Intestinal infection,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,800,28,19.6803
I00699,83,Intestinal infection,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,541,11,13.8463
I00699,83,Intestinal infection,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,996,25,24.8949
I00699,83,Intestinal infection,RA3,WESTON AREA HEALTH NHS TRUST,265,7,9.0512
I00699,83,Intestinal infection,RKE,WHITTINGTON HEALTH NHS TRUST,392,8,8.4446
I00699,83,Intestinal infection,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,904,17,19.2743
I00699,83,Intestinal infection,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,731,22,21.2044
I00699,83,Intestinal infection,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",574,22,13.1001
I00699,83,Intestinal infection,RLQ,WYE VALLEY NHS TRUST,441,12,11.3287
I00699,83,Intestinal infection,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,323,*,8.3398
I00699,83,Intestinal infection,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1211,45,32.912
I00699,84,Esophageal disorders,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,269,*,3.7681
I00699,84,Esophageal disorders,RCF,AIREDALE NHS FOUNDATION TRUST,170,*,2.539
I00699,84,Esophageal disorders,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127,*,2.1021
I00699,84,Esophageal disorders,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",277,*,4.6235
I00699,84,Esophageal disorders,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,173,*,3.2138
I00699,84,Esophageal disorders,R1H,BARTS HEALTH NHS TRUST,411,*,4.0453
I00699,84,Esophageal disorders,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,199,*,4.2725
