NT427,,BMI - The Park Hospital, * , 49 , - , - , * , 51 , 104 , - , 39 , - , 185 , 60 , 849 , 325 , - , - , 6 , 99 , 26 , - , 28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT428,,BMI - The Princess Margaret Hospital, * , 28 , * , * , - , 11 , - , - , 41 , - , 145 , * , 350 , 188 , - , - , * , 40 , * , - , 13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT429,,BMI - The Priory Hospital, * , * , - , * , - , 10 , 7 , - , * , - , 18 , * , 124 , 40 , - , - , * , * , * , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT430,,BMI - The Ridgeway Hospital, 20 , 63 , 14 , * , * , 38 ," 1,045 ", 21 , 175 , 69 , 512 , 16 , 810 , 464 , - , - , 7 , 222 , 19 , - , 58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT431,,BMI - The Runnymede Hospital, 13 , 22 , * , - , - , 10 , - , - , 69 , - , 319 , 37 , 561 , 25 , - , - , * , 67 , * , - , 9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT432,,BMI - The Sandringham Hospital, * , * , * , - , - , * , 262 , - , * , - , 155 , * , 591 , 149 , - , - , * , 58 , * , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT434,,BMI - The Saxon Clinic, * , 70 , * , 8 , - , 97 , * , - , 17 , * , 237 , 42 , 634 , 219 , - , - , 7 , 41 , 11 , - , 21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT435,,BMI - The Shelburne Hospital, - , 13 , - , * , - , 64 , - , - , 10 , * , 46 , 12 , 509 , 44 , - , - , * , 10 , 9 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT437,,BMI - The Sloane Hospital, - , * , - , - , - , * , - , - , - , - , * , - , 158 , 8 , - , - , - , * , 7 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT438,,BMI - The Somerfield Hospital, 10 , 24 , 6 , * , - , 15 , 297 , - , 85 , 31 , 322 , 38 , 436 , 189 , * , - , 7 , 70 , 10 , - , 12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT439,,BMI - The South Cheshire Private Hospital, 8 , 51 , * , * , - , 43 , - , * , 177 , 22 , 406 , 14 , 593 , 296 , - , - , * , 62 , 11 , - , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT443,,BMI - The Winterbourne Hospital, - , * , - , * , - , 10 , 530 , - , - , * , 241 , * , 640 , - , - , - , * , - , 14 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT440,,BMI - Thornbury Hospital, 7 , 50 , * , * , - , 70 , - , - , 121 , - , 170 , 15 , 733 , 220 , - , - , * , 21 , 17 , - , 10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT441,,BMI - Three Shires Hospital, 23 , 90 , 17 , * , - , 120 , - , - , 97 , * , 575 , 48 ," 1,141 ", 452 , - , - , 6 , 278 , 28 , - , 30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT497,,BMI Gisburne Park Hospital, 10 , 35 , * , * , * , 107 , 387 , 39 , 164 , 129 , 260 , 27 ," 1,833 ", 267 , - , - , * , 174 , 26 , - , 24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT455,,BMI Mount Alvernia Hospital, - , 6 , - , * , - , 10 , - , - , - , 9 , 42 , 7 , 138 , 9 , - , - , * , * , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT490,,BMI Southend Private Hospital, - , 39 , - , - , - , 13 ," 1,047 ", - , 13 , * , 15 , 72 , 36 , * , - , - , - , - , 6 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT446,,BMI St Edmunds Hospital, * , * , - , - , - , 53 , 157 , - , * , - , 159 , * , 532 , 87 , - , - , * , 45 , * , - , 37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT451,,BMI The Cavell Hospital, 7 , 108 , * , * , - , 39 , 133 , 6 , 14 , 30 , 229 , 90 , 562 , 419 , - , - , 8 , 42 , 24 , - , 21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT447,,BMI The Duchy Hospital, * , * , * , * , - , 27 , - , * , 9 , 32 , 107 , * , 445 , 40 , - , - , - , 27 , * , - , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT445,,BMI The Edgbaston Hospital, 9 , 57 , 8 , * , * , 109 , * , - , 79 , 30 , 353 , 29 , 768 , 489 , - , - , 8 , 122 , 22 , - , 24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT448,,BMI The Huddersfield Hospital, 11 , * , - , - , - , 84 , - , * , 90 , 20 , 333 , 10 ," 1,164 ", 158 , - , - , * , 42 , * , - , 9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT449,,BMI The Lancaster Hospital, 6 , 14 , * , - , - , 38 , 99 , 22 , 18 , 90 , 97 , 24 ," 1,291 ", 126 , - , - , * , 56 , 19 , - , 92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT450,,BMI The Lincoln Hospital, - , * , - , - , - , - , 221 , * , - , 32 , 116 , * , 551 , 129 , - , - , * , 22 , 7 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT457,,BMI Woodlands Hospital, * , 66 , * , 10 , * , 172 , 736 , * , 55 , 51 , 232 , 34 ," 2,084 ", 401 , - , - , 10 , 56 , 51 , - , 26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVC24,,Bodmin NHS Treatment Centre, 36 , 432 , 10 , * , * , 72 ," 1,382 ", 6 , 123 , 50 ," 1,351 ", 191 , 172 , 44 , 31 , - , 6 , 121 , * , - , 72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMC,,Bolton NHS Foundation Trust," 3,068 "," 4,870 "," 1,122 ", 752 , 694 ," 1,324 "," 7,526 ", 624 ," 4,682 "," 6,936 "," 10,454 "," 1,864 "," 3,569 "," 4,210 "," 13,751 "," 1,755 ", 224 ," 9,485 "," 5,282 ", - ," 8,436 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVC27,,Boston West Hospital, 78 , 8 , 15 , - , 12 , 34 , 824 , - , 167 , - , 674 , 10 , 969 , 271 , - , - , * , 173 , 10 , * , 32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAD,,Bradford District Care Trust, - , - , - , * , 875 , 49 , - , - , - , - , - , - , - , - , * , - , - , 161 , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE,,Bradford Teaching Hospitals NHS Foundation Trust," 2,492 "," 11,669 "," 2,414 "," 1,772 ", 763 ," 1,804 "," 3,188 ", 961 ," 6,109 "," 7,897 "," 15,091 "," 2,770 "," 7,221 "," 6,494 "," 14,658 "," 1,859 ", 494 ," 13,803 "," 9,463 ", - ," 9,028 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNQ01,,Braintree Community Hospital, * , * , 13 , * , * , 31 , * , - , * , * , 19 , 9 , 18 , 17 , - , - , - , 28 , * , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXH,,Brighton And Sussex University Hospitals NHS Trust," 2,574 "," 10,838 "," 2,598 "," 1,976 ", 825 ," 4,334 "," 4,391 ", 848 ," 9,291 "," 6,730 "," 13,775 "," 2,033 "," 10,269 "," 6,991 "," 7,459 "," 1,442 ", 989 ," 12,936 "," 9,868 ", - ," 8,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXQ,,Buckinghamshire Healthcare NHS Trust," 2,834 "," 12,022 "," 1,301 "," 1,475 ", 276 ," 2,164 "," 5,166 ", 483 ," 4,967 "," 5,110 "," 10,126 "," 3,449 "," 6,966 "," 5,623 "," 9,577 "," 2,298 ", 409 ," 10,568 "," 7,448 ", - ," 8,937 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJF,,Burton Hospitals NHS Foundation Trust," 1,441 "," 7,972 "," 1,422 ", 921 , 374 ," 1,296 "," 3,347 ", 543 ," 3,688 "," 4,903 "," 8,464 "," 1,659 "," 4,995 "," 4,338 "," 7,005 ", 872 , 248 ," 6,753 "," 4,025 ", - ," 4,929 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWY,,Calderdale And Huddersfield NHS Foundation Trust," 2,734 "," 13,360 "," 1,860 "," 2,182 ", 515 ," 1,827 "," 7,854 ", 699 ," 6,116 "," 7,893 "," 13,294 "," 2,264 "," 9,396 "," 5,905 "," 15,101 "," 1,426 ", 418 ," 12,758 "," 6,128 ", - ," 11,624 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJX,,Calderstones Partnership NHS Foundation Trust, - , - , - , - , 149 , - , - , - , - , - , - , - , - , - , - , - , - , 21 , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGT,,Cambridge University Hospitals NHS Foundation Trust," 2,108 "," 27,377 "," 3,429 "," 1,733 "," 1,076 "," 4,677 "," 4,295 "," 1,090 "," 6,644 "," 6,944 "," 14,612 "," 1,640 "," 8,531 "," 7,360 "," 8,700 "," 1,349 "," 1,835 "," 11,605 "," 10,224 ", - ," 8,259 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT1,,Cambridgeshire And Peterborough NHS Foundation Trust, - , * , - , - ," 1,483 ", 11 , - , - , * , - , - , - , - , - , - , - , - , 510 , * , - , 87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYV,,Cambridgeshire Community Services NHS Trust, 592 , 14 , 50 , 94 , 18 , 80 , 31 , 25 , 47 , 727 , 172 , 71 , 79 , 129 , - , 662 , 39 ," 1,560 ", 331 , - , 114 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF,,Camden And Islington NHS Foundation Trust, * , - , - , - , 754 , * , - , - , - , - , - , - , - , - , - , - , - , 777 , * , - , 19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV3,,Central And North West London NHS Foundation Trust, * , * , * , 9 ," 3,435 ", * , - , * , 31 , 10 , * , * , 7 , * , - , - , * , 397 , 35 , - , 27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW3-X,,Central Manchester University Hospitals NHS Foundation Trust," 3,634 "," 15,539 "," 4,803 "," 6,315 "," 1,254 "," 2,907 "," 11,136 "," 1,298 "," 9,624 "," 9,680 "," 22,457 "," 2,415 "," 10,670 "," 12,069 "," 17,297 "," 5,129 "," 4,288 "," 15,679 "," 11,361 ", - ," 16,604 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQM,,Chelsea And Westminster Hospital NHS Foundation Trust," 2,488 "," 3,533 "," 1,154 "," 1,213 ", 355 ," 1,015 "," 1,071 ", 199 ," 1,725 "," 2,566 "," 10,958 "," 1,866 "," 5,205 "," 4,051 "," 9,038 "," 2,498 "," 1,124 "," 5,884 "," 7,053 ", - ," 6,131 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXA,,Cheshire And Wirral Partnership NHS Foundation Trust, - , - , - , * ," 2,163 ", 6 , - , - , - , - , - , - , - , - , - , - , - , * , - , - , 236 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFS,,Chesterfield Royal Hospital NHS Foundation Trust," 1,960 "," 7,121 "," 1,844 "," 1,501 ", 603 ," 1,105 "," 2,779 ", 363 ," 4,446 "," 5,458 "," 8,291 "," 1,764 "," 6,124 "," 4,173 "," 7,196 ", 560 , 208 ," 8,917 "," 4,804 ", - ," 5,244 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV313,,Circle - Nottingham NHS Treatment Centre, 480 ," 5,031 ", 987 , 756 , * , 824 , 105 , 13 ," 1,249 ", 25 ," 6,714 "," 2,632 "," 4,629 "," 1,843 ", 865 , - , 128 ," 3,116 ", 235 , * ," 1,377 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV302,,Circle Bath, 11 , 131 , * , * , - , 118 , 725 , 21 , 151 , 98 , 326 , 36 ," 2,072 ", 503 , - , - , 6 , 116 , 39 , - , 57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV323,,Circle Reading, 21 , 48 , * , * , - , 97 , 451 , * , 139 , 154 , 560 , 41 ," 1,919 ", 145 , - , - , * , 91 , 31 , - , 29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPH4,,Cirencester NHS Treatment Centre, * , 75 , - , - , * , 109 , - , 105 , 112 , 120 , 849 , 117 , 426 , 93 , - , - , * , 30 , 41 , - , 17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLN,,City Hospitals Sunderland NHS Foundation Trust," 2,750 "," 13,989 "," 2,273 "," 3,186 ", 731 ," 2,693 "," 22,985 "," 1,327 "," 6,651 "," 8,180 "," 14,131 "," 2,042 "," 7,475 "," 8,281 "," 5,698 ", 800 , 433 ," 9,051 "," 6,499 ", - ," 6,437 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ108,,Clacton Hospital, 11 , 13 , * , 15 , 6 , 8 , - , * , 109 , 76 , 17 , 39 , 32 , 74 , - , - , - , 199 , 136 , - , * ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
